NroLicitacionPublica;IdConvenioMarco;ConvenioMarco;CodigoOC;PorId;NombreOC;FechaEnvioOC;FechaCreacionGC;FechaInvitacion;FechaFinInvitacion;EstadoOC;IdGranCompra;RutUnidadCompra;UnidadCompra;RazonSocialComprador;DireccionUnidadCompra;ComunaUnidadCompra;Institucion;IdProductoCM;NombreProducto;TipoProducto;PrecioTienda;PrecioOfertaEspecial;DescuentoAplicado;CantidadFinal;PrecioOfertaFinal;Adjudicado;RazonSocialSucursal;NombreProveedor;RutProveedor
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1965946;ARCHIVADOR  AUCA  CARTÓN  DURO  OFICIO  350  HOJAS  LOMO  ANGOSTO  UNIDAD  REGIÓN  VIII;ARCHIVADOR;1430;1388;3;588;816144;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1982895;CUADERNO  ROSS  COLLEGE  CUADRICULADO  7MM  100  HJS  UD  REGIÓN  VIII;CUADERNO;874;753;14;467;351651;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1996580;LÁPIZ  PASTA  JM  IMPORT  PUNTA  MEDIA  NEGRO  1,0MM  50  UNIDADES  REGIÓN  VIII;LÁPIZ  PASTA;5462;3889;29;210;816690;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1976894;CARPETA  TORRE  ACCOCLIP  OFICIO  BOLSILLO  TRIANGULAR  PLÁSTICO  LISO  S/DISEÑO  UNIDAD  REGIÓN  VIII;CARPETA;542;488;10;220;107360;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1976962;CARPETA  TORRE  OFICIO  CARTULINA  PIGMENTADA  PESTAÑA  LISO  S/DISEÑO  UNIDAD  REGIÓN  VIII;CARPETA;247;235;5;2878;676330;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1966660;ARCHIVADOR  COLON  CAJA  ESTANDAR  UNIDAD  REGIÓN  VIII;ARCHIVADOR;1101;1096;0;872;955712;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;2004213;MARCADOR  PERMANENTE  SHARPIE  DE  BOLSILLO  PUNTA  FINA  REDONDA  NEGRO  1MM  UNIDAD  REGIÓN  VIII;MARCADOR  PERMANENTE;660;600;9;116;69600;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;2009126;CINTA  MASKING  TAPE  TESA  ENMASCARAR  48X40  MT  UNIDAD  REGIÓN  VIII;CINTA  MASKING  TAPE;1713;1668;3;3463;5776284;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1982538;CUADERNO  COLON  UNIVERSITARIO  ESPIRAL  T/DURA  S/DISEÑO  7MM  CUADRICULADA  100  HJS  UD  REGIÓN  VIII;CUADERNO;1061;833;21;681;567273;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1998008;LIBRO  DE  OFICINA  TIPO  ACTA  REM  MAX  100  HOJAS  LISO  SIN  DISEÑO  UNIDAD  REGIÓN  VIII;LIBRO  DE  OFICINA  TIPO  ACTA;3350;3006;10;87;261522;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1972355;BARRA  DE  SILICONA  PROARTE  TRANSPARENTE  GROSOR  7MM  LARGO  20  CM  10  UNIDADES  REGIÓN  VIII;BARRA  DE  SILICONA;918;872;5;78;68016;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;2016504;PERFORADORA  TORRE  PLASTICA  NEGRA  30  HOJAS  UNIDAD  REGIÓN  VIII;PERFORADORA;4905;4892;0;114;557688;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1994200;LÁPIZ  GRAFITO  COLON  HB  N°  2  HEXAGONAL  SIN  GOMA  CAJA  12  UNIDADES  REGIÓN  VIII;LÁPIZ  GRAFITO;645;606;6;282;170892;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1966660;ARCHIVADOR  COLON  CAJA  ESTANDAR  UNIDAD  REGIÓN  VIII;ARCHIVADOR;1178;1085;8;872;946120;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1994200;LÁPIZ  GRAFITO  COLON  HB  N°  2  HEXAGONAL  SIN  GOMA  CAJA  12  UNIDADES  REGIÓN  VIII;LÁPIZ  GRAFITO;644;643;0;282;181326;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1991820;FUNDA  JM  IMPORT  PLÁSTICA  ARCHIVADOR  TRANSPARENTE  TAMAÑO  OFICIO  LOMO  BLANCO  10  UNIDADES  REGIÓN  VIII;FUNDA;406;373;8;1786;666178;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1982521;CUADERNO  COLON  COLLEGE  CUADRICULADO  7MM  100  HJS  UD  REGIÓN  VIII;CUADERNO;907;635;30;467;296545;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1979206;CLIP  TORRE  METÁLICO  PUNTA  REDONDA  50  MM  ACERO  CROMADO  50  UNIDADES  REGIÓN  VIII;CLIP;628;627;0;991;621357;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;2004213;MARCADOR  PERMANENTE  SHARPIE  DE  BOLSILLO  PUNTA  FINA  REDONDA  NEGRO  1MM  UNIDAD  REGIÓN  VIII;MARCADOR  PERMANENTE;657;641;2;116;74356;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1983150;CUCHILLO  CARTONERO  ARTEL  HOJA  18MM  ANTIDESLIZANTE  RETRÁCTIL  C/SEGURO  UD  REGIÓN  VIII;CUCHILLO  CARTONERO;759;644;15;842;542248;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1995288;LÁPIZ  PASTA  BIC  PUNTA  MEDIA  NEGRO  1,0MM  50  UNIDADES  REGIÓN  VIII;LÁPIZ  PASTA;9908;9210;7;210;1934100;No;PROVEEDORES  INTEGRALES  PRISA  S  A;PROVEEDORES  INTEGRALES  PRISA  S  A;96.556.940-5
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;1981297;CORCHETES  COLON  METAL  CROMADO  26/6MM  CAJA  5000  UNIDADES  REGIÓN  VIII;CORCHETES;490;486;1;1649;801414;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
2239-2-LR23;5802330;Convenio  Marco  Artículos  de  Escritorio  y  Papelería;1057544-10803-CM25;52477872;Orden  de  Compra  generada  por  la  Gran  Compra:  75559;2025-05-06;2025-02-24;2025-02-26;2025-03-12;Recepción  Conforme;75559;61.607.202-1;Bienes  y  Servicios;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;Avenida  Alto  Horno,  777  Las  Higueras;Talcahuano;SERVICIO  DE  SALUD  DE  TALCAHUANO  HOSPITAL;2013835;PAPEL  IMPRESIÓN  PREMIER  RESMA  HOJA  TAMAÑO  OFICIO  COLOR  BLANCO  500  HOJAS  UNIDAD  REGIÓN  VIII;PAPEL  IMPRESIÓN;3880;3416;12;10891;37203656;No;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;SERVICIOS  INTEGRADOS  SIDAPT  LIMITADA;76.299.358-9
